date,Tmin,Tmax,vent,pluie
22/12/2014,10,18,15,0
23/12/2014,7,19,15,0
24/12/2014,7,17,11,0.2
25/12/2014,-2,14,16,0
26/12/2014,11,17,48,0.2
27/12/2014,11,16,32,18.2
28/12/2014,9,18,48,1.5
29/12/2014,7,13,34,4.5
30/12/2014,,,,
31/12/2014,,,,
01/01/2015,3,12,37,17.2
02/01/2015,8,14,21,3.8
03/01/2015,8,17,32,0.2
04/01/2015,10,19,42,0
05/01/2015,8,17,32,0
06/01/2015,5,17,,0
07/01/2015,8,17,16,0
08/01/2015,10,18,15,0
09/01/2015,10,17,28,0
10/01/2015,11,20,32,0
11/01/2015,11,22,32,0
12/01/2015,7,18,34,0
13/01/2015,7,20,13,0
14/01/2015,10,22,16,0
15/01/2015,7,20,13,0
16/01/2015,10,24,13,0
17/01/2015,10,17,21,0
18/01/2015,9,14,26,0
19/01/2015,7,15,22,0.5
20/01/2015,7,18,16,0
21/01/2015,8,18,13,0
22/01/2015,8,17,28,0
23/01/2015,8,15,34,0
24/01/2015,9,15,35,6.3
25/01/2015,7,13,29,1.7
26/01/2015,5,12,21,0.2
27/01/2015,8,14,34,6.3
28/01/2015,9,13,32,4.8
29/01/2015,8,15,26,7.1
30/01/2015,9,19,45,0
31/01/2015,10,22,37,5
01/02/2015,6,13,46,0.5
02/02/2015,5,13,35,7.8
03/02/2015,6,18,39,0
04/02/2015,8,20,26,0
05/02/2015,8,14,26,0
06/02/2015,7,14,35,0
07/02/2015,4,14,26,0
08/02/2015,5,14,34,0
09/02/2015,7,12,50,10.9
10/02/2015,6,15,28,1
11/02/2015,6,18,16,0
12/02/2015,3,17,16,0.2
13/02/2015,8,17,11,0
14/02/2015,9,16,26,0
15/02/2015,10,18,15,0
16/02/2015,9,14,,1.2
17/02/2015,6,16,21,5
18/02/2015,8,16,16,1.5
19/02/2015,8,16,21,0.5
20/02/2015,5,16,21,0.2
21/02/2015,11,17,21,6.3
22/02/2015,10,14,28,7.8
23/02/2015,10,15,48,22.8
24/02/2015,9,15,48,0.2
25/02/2015,7,11,39,11.1
26/02/2015,10,15,28,23.1
27/02/2015,9,16,26,4.3
28/02/2015,9,14,32,1.7
01/03/2015,7,15,28,3.5
02/03/2015,8,21,,0
03/03/2015,11,23,15,0
04/03/2015,10,27,32,0
05/03/2015,8,16,52,0.5
06/03/2015,8,13,45,3.3
07/03/2015,8,12,35,5.8
08/03/2015,7,13,28,5.8
09/03/2015,8,12,22,44.7
10/03/2015,7,16,22,21.3
11/03/2015,8,17,22,0
12/03/2015,9,18,29,0
13/03/2015,5,16,,0
14/03/2015,6,19,24,0
15/03/2015,11,16,21,0
16/03/2015,13,17,22,0.2
17/03/2015,10,17,26,1.7
18/03/2015,8,19,16,0
19/03/2015,11,16,11,0
20/03/2015,12,18,35,0
21/03/2015,14,15,29,0
22/03/2015,12,22,32,0
23/03/2015,11,21,22,0
24/03/2015,12,18,32,0.5
25/03/2015,10,23,34,18.5
26/03/2015,11,15,39,19.8
27/03/2015,11,17,52,12.7
28/03/2015,13,18,46,0
29/03/2015,12,19,37,0
30/03/2015,13,21,41,0
31/03/2015,16,23,45,0
01/04/2015,13,21,45,0
02/04/2015,12,19,41,0
03/04/2015,12,20,35,0
04/04/2015,7,22,16,0
05/04/2015,11,20,28,0
06/04/2015,11,13,15,0
07/04/2015,10,16,34,0
08/04/2015,9,16,34,0
09/04/2015,6,18,,0
10/04/2015,6,23,28,0
11/04/2015,10,24,24,0
12/04/2015,9,23,,0
13/04/2015,11,20,,0
14/04/2015,9,23,16,0
15/04/2015,8,25,,0
16/04/2015,10,27,26,0
17/04/2015,14,26,21,0
18/04/2015,12,25,22,0
19/04/2015,15,25,26,0
20/04/2015,13,22,22,0
21/04/2015,13,21,22,0
22/04/2015,10,22,,0
23/04/2015,13,28,26,0
24/04/2015,14,25,24,0
25/04/2015,12,24,,0
26/04/2015,16,27,32,0
27/04/2015,14,23,34,0
28/04/2015,14,24,35,0.5
29/04/2015,13,24,21,0
30/04/2015,13,24,,1
01/05/2015,11,29,24,0
02/05/2015,15,30,15,0
03/05/2015,15,35,16,0
04/05/2015,16,36,26,0
05/05/2015,18,39,22,0
06/05/2015,17,30,21,0
07/05/2015,19,20,15,0
08/05/2015,15,33,32,0
09/05/2015,18,27,39,0
10/05/2015,18,28,34,0
11/05/2015,13,27,16,0
12/05/2015,14,28,22,0
13/05/2015,13,29,15,0
14/05/2015,17,38,21,0
15/05/2015,17,39,50,0
16/05/2015,16,23,29,0
17/05/2015,14,23,35,0.5
18/05/2015,17,26,37,7.6
19/05/2015,18,33,24,0
20/05/2015,18,32,29,0
21/05/2015,15,22,34,0.5
22/05/2015,14,23,39,0
23/05/2015,13,24,29,0
24/05/2015,15,26,28,0
25/05/2015,13,24,22,0
26/05/2015,17,23,34,0
27/05/2015,17,24,37,0
28/05/2015,15,26,29,0
29/05/2015,13,29,28,0
30/05/2015,18,29,16,0
31/05/2015,16,25,24,1.5
01/06/2015,14,27,,0.2
02/06/2015,14,26,22,0
03/06/2015,16,27,22,0
04/06/2015,15,28,24,0
05/06/2015,16,28,21,0
06/06/2015,7,28,22,0
07/06/2015,20,32,22,0
08/06/2015,18,33,22,0
09/06/2015,20,33,22,0
10/06/2015,22,33,24,0
11/06/2015,22,33,28,0
12/06/2015,24,32,32,0
13/06/2015,22,29,34,0
14/06/2015,21,29,26,0
15/06/2015,19,30,21,0
16/06/2015,21,29,32,0
17/06/2015,21,29,41,0
18/06/2015,21,29,34,0
19/06/2015,20,30,37,0
20/06/2015,21,29,41,0
21/06/2015,20,30,37,0
22/06/2015,18,31,21,0
23/06/2015,20,37,26,0
24/06/2015,21,31,21,0.2
25/06/2015,20,29,29,0
26/06/2015,21,31,32,0
27/06/2015,21,33,28,0
28/06/2015,21,36,32,0
29/06/2015,21,31,26,0
30/06/2015,18,33,21,0
01/07/2015,19,34,21,0
02/07/2015,23,34,22,0
03/07/2015,21,33,22,0
04/07/2015,21,31,21,0
05/07/2015,21,33,,0
06/07/2015,21,36,21,0
07/07/2015,20,37,21,0
08/07/2015,22,37,22,0
09/07/2015,24,34,37,0
10/07/2015,23,33,28,0
11/07/2015,23,31,24,0
12/07/2015,22,33,21,0
13/07/2015,24,35,32,0
14/07/2015,24,34,35,0
15/07/2015,22,32,,0
16/07/2015,23,36,26,0
17/07/2015,25,36,,0
18/07/2015,22,,21,0
19/07/2015,22,39,32,0
20/07/2015,24,33,26,0
21/07/2015,21,35,21,0
22/07/2015,23,35,24,0
23/07/2015,26,36,26,0
24/07/2015,26,35,32,0
25/07/2015,25,34,24,0
26/07/2015,23,36,28,0
27/07/2015,24,26,13,0
28/07/2015,25,37,26,0
29/07/2015,24,38,21,0
30/07/2015,23,43,42,0
31/07/2015,27,39,24,0
01/08/2015,25,41,37,0
02/08/2015,25,40,24,0.7
03/08/2015,25,35,34,0
04/08/2015,23,34,21,0
05/08/2015,22,37,21,0
06/08/2015,24,36,21,0
07/08/2015,25,35,26,0
08/08/2015,25,35,22,0
09/08/2015,24,35,21,0
10/08/2015,22,32,35,0
11/08/2015,24,31,34,39.3
12/08/2015,24,33,29,0
13/08/2015,24,33,28,0
14/08/2015,24,35,22,0
15/08/2015,22,36,28,0
16/08/2015,23,29,16,1
17/08/2015,21,31,21,0
18/08/2015,23,37,41,0.2
19/08/2015,23,34,29,7.1
20/08/2015,23,31,26,0
21/08/2015,21,25,11,0
22/08/2015,19,32,21,0
23/08/2015,26,35,26,0
24/08/2015,22,38,39,0
25/08/2015,22,31,,8.3
26/08/2015,24,33,21,0
27/08/2015,25,26,8,0
28/08/2015,26,34,22,0
29/08/2015,26,34,24,0
30/08/2015,23,34,21,0
31/08/2015,21,35,21,0
01/09/2015,21,36,26,0
02/09/2015,22,33,39,0
03/09/2015,22,37,45,5
04/09/2015,24,39,,0.5
05/09/2015,24,33,26,0
06/09/2015,24,29,22,1
07/09/2015,23,30,26,0
08/09/2015,23,29,16,0
09/09/2015,21,28,32,1.2
10/09/2015,20,29,22,0
11/09/2015,18,32,26,2.2
12/09/2015,23,35,26,0
13/09/2015,25,36,26,0
14/09/2015,25,36,21,0
15/09/2015,25,38,24,0
16/09/2015,25,39,24,0
17/09/2015,24,39,24,0
18/09/2015,23,32,22,0
19/09/2015,23,32,24,0
20/09/2015,22,28,39,0.2
21/09/2015,21,29,32,0
22/09/2015,19,30,24,0
23/09/2015,18,32,22,0
24/09/2015,20,27,32,0
25/09/2015,19,26,22,0
26/09/2015,18,26,22,0
27/09/2015,18,28,24,0
28/09/2015,18,25,16,10.9
29/09/2015,17,29,,4.5
30/09/2015,19,31,24,0
01/10/2015,18,29,29,7.8
02/10/2015,18,28,,0
03/10/2015,16,28,21,0
04/10/2015,21,34,,0
05/10/2015,21,33,15,0
06/10/2015,22,33,,0
07/10/2015,22,30,24,3.5
08/10/2015,19,25,16,0
09/10/2015,19,26,22,1.7
10/10/2015,18,26,42,3.8
11/10/2015,18,27,,0
12/10/2015,17,31,15,0
13/10/2015,19,32,,0
14/10/2015,22,30,,0
15/10/2015,19,24,21,2.5
16/10/2015,8,19,9,0
17/10/2015,17,28,,0
18/10/2015,20,32,,0
19/10/2015,22,32,,0
20/10/2015,22,28,21,0
21/10/2015,19,26,41,0
22/10/2015,16,20,35,5
23/10/2015,15,21,34,12.9
24/10/2015,14,23,,0
25/10/2015,14,24,15,0
26/10/2015,15,28,16,0
27/10/2015,19,27,13,0
28/10/2015,13,29,13,0
29/10/2015,18,24,21,3.3
30/10/2015,16,22,26,0
31/10/2015,16,21,21,2
01/11/2015,15,23,21,3.8
02/11/2015,16,24,11,3.3
03/11/2015,15,25,,0
04/11/2015,15,26,13,0
05/11/2015,18,24,21,0
06/11/2015,15,23,21,0
07/11/2015,16,22,21,0
08/11/2015,16,22,13,0
09/11/2015,12,23,15,0
10/11/2015,15,23,21,0
11/11/2015,17,23,16,0
12/11/2015,15,22,11,0
13/11/2015,14,23,15,0
14/11/2015,17,22,,0
15/11/2015,17,22,29,0
16/11/2015,15,23,21,0
17/11/2015,17,22,21,0
18/11/2015,15,23,26,0
19/11/2015,15,22,29,0
20/11/2015,17,23,42,0.7
21/11/2015,13,27,34,0
22/11/2015,12,18,26,2
23/11/2015,11,18,11,0.5
24/11/2015,11,14,24,0
25/11/2015,11,17,29,26.9
26/11/2015,11,15,39,8.3
27/11/2015,8,15,32,4.5
28/11/2015,10,16,26,0.7
29/11/2015,12,17,35,0
30/11/2015,13,19,35,0
01/12/2015,12,20,24,0
02/12/2015,9,19,15,0
03/12/2015,-3,19,9,0.2
04/12/2015,9,18,8,0
05/12/2015,9,20,9,0.2
06/12/2015,11,19,21,0
07/12/2015,10,22,15,0.5
08/12/2015,-2,22,13,0.2
09/12/2015,9,19,16,0.2
10/12/2015,11,18,26,0.2
11/12/2015,9,18,,0
12/12/2015,7,18,15,0
13/12/2015,-3,19,11,0
14/12/2015,5,18,13,0
15/12/2015,10,19,22,0
16/12/2015,9,19,16,0
17/12/2015,10,18,11,0
18/12/2015,7,18,9,0
19/12/2015,6,19,11,0
20/12/2015,7,18,13,0
21/12/2015,5,18,9,0.2
22/12/2015,6,18,13,0
23/12/2015,6,21,15,0.2
24/12/2015,6,18,11,0.2
25/12/2015,9,18,11,0
26/12/2015,7,19,9,0
27/12/2015,5,18,15,0
28/12/2015,9,18,11,0
29/12/2015,7,19,15,0
30/12/2015,,,,
31/12/2015,,,,
01/01/2016,11,19,13,0
02/01/2016,11,21,21,0
03/01/2016,11,18,22,4
04/01/2016,11,21,32,0
05/01/2016,15,23,21,0
06/01/2016,9,17,34,0
07/01/2016,10,16,29,4.8
08/01/2016,11,23,26,0
09/01/2016,9,20,15,0
10/01/2016,11,21,22,0
11/01/2016,9,23,21,0
12/01/2016,13,19,35,0
13/01/2016,10,17,28,0.2
14/01/2016,8,20,16,2
15/01/2016,10,17,24,0
16/01/2016,8,11,45,9.9
17/01/2016,7,12,39,3.5
18/01/2016,7,15,,8.8
19/01/2016,9,16,28,0
20/01/2016,8,16,15,1.2
21/01/2016,5,17,13,0
22/01/2016,4,17,13,2
23/01/2016,9,16,,0.7
24/01/2016,10,17,26,0.5
25/01/2016,7,17,11,0.2
26/01/2016,4,18,9,0
27/01/2016,4,18,9,0
28/01/2016,5,15,9,0
29/01/2016,5,18,11,0.5
30/01/2016,4,19,15,0.5
31/01/2016,9,18,24,0
01/02/2016,12,18,26,0
02/02/2016,10,20,13,0.2
03/02/2016,6,20,15,0
04/02/2016,11,16,41,0
05/02/2016,10,18,24,0
06/02/2016,8,19,24,0
07/02/2016,7,21,29,0
08/02/2016,11,18,32,6
09/02/2016,10,21,22,2.5
10/02/2016,10,19,34,0
11/02/2016,13,22,35,1
12/02/2016,14,15,16,0
13/02/2016,14,22,32,0.7
14/02/2016,15,22,26,5.5
15/02/2016,10,20,32,18
16/02/2016,11,19,,0
17/02/2016,9,15,24,0
18/02/2016,9,17,24,0
19/02/2016,7,19,16,0
20/02/2016,8,17,24,0
21/02/2016,6,19,13,0
22/02/2016,8,22,,0
23/02/2016,13,19,42,0
24/02/2016,12,19,32,0.5
25/02/2016,7,22,32,0
26/02/2016,12,20,24,0
27/02/2016,12,19,39,0
28/02/2016,9,19,28,0
29/02/2016,4,18,26,0
01/03/2016,11,15,45,0
02/03/2016,11,19,41,0
03/03/2016,10,17,35,1
04/03/2016,9,18,32,1.2
05/03/2016,8,25,29,0
06/03/2016,11,18,35,0
07/03/2016,8,17,24,0
08/03/2016,6,19,,0
09/03/2016,9,14,45,0.2
10/03/2016,8,17,24,2.2
11/03/2016,8,12,21,19
12/03/2016,8,14,34,8.3
13/03/2016,10,11,15,0
14/03/2016,10,18,24,0.2
15/03/2016,6,19,16,0
16/03/2016,8,18,21,0
17/03/2016,9,19,11,0
18/03/2016,9,18,22,2.5
19/03/2016,7,22,24,0
20/03/2016,10,25,15,0
21/03/2016,11,21,24,0
22/03/2016,10,28,42,0
23/03/2016,13,19,55,0
24/03/2016,10,17,34,0
25/03/2016,9,19,28,0.7
26/03/2016,11,20,28,0
27/03/2016,9,23,15,0.5
28/03/2016,11,24,16,0.2
29/03/2016,12,26,21,0
30/03/2016,9,29,,0
31/03/2016,12,31,28,0
01/04/2016,14,22,26,0
02/04/2016,15,19,22,0
03/04/2016,14,23,22,1
04/04/2016,13,28,22,0
05/04/2016,2,21,29,0
06/04/2016,16,20,32,0
07/04/2016,15,18,32,0.5
08/04/2016,12,21,39,2.2
09/04/2016,12,19,35,7.1
10/04/2016,11,22,,0
11/04/2016,9,31,15,0
12/04/2016,14,33,21,0
13/04/2016,17,26,29,0
14/04/2016,15,24,24,0
15/04/2016,9,26,24,0
16/04/2016,13,30,21,0.5
17/04/2016,13,25,24,0
18/04/2016,12,26,28,0
19/04/2016,14,25,26,0
20/04/2016,12,22,21,1.5
21/04/2016,14,25,26,0
22/04/2016,12,23,16,0
23/04/2016,13,25,24,0.2
24/04/2016,15,24,32,0
25/04/2016,14,20,48,0
26/04/2016,11,22,26,0
27/04/2016,13,23,,0
28/04/2016,15,27,21,0
29/04/2016,16,25,26,0
30/04/2016,14,26,15,0
01/05/2016,13,22,32,3.5
02/05/2016,11,19,41,1.7
03/05/2016,15,23,41,5.5
04/05/2016,14,24,34,0
05/05/2016,12,24,22,0
06/05/2016,17,24,21,0
07/05/2016,16,19,26,0
08/05/2016,14,23,24,16.5
09/05/2016,17,27,32,0
10/05/2016,18,25,28,0
11/05/2016,17,31,32,0
12/05/2016,17,26,34,0
13/05/2016,15,27,34,0
14/05/2016,14,26,29,3
15/05/2016,16,27,28,0
16/05/2016,16,27,26,0
17/05/2016,15,24,22,0
18/05/2016,14,29,26,0
19/05/2016,18,25,29,0
20/05/2016,16,23,46,0
21/05/2016,16,27,29,0
22/05/2016,13,30,16,0
23/05/2016,17,27,39,0
24/05/2016,16,24,21,0
25/05/2016,14,32,21,0
26/05/2016,17,34,28,0
27/05/2016,18,29,24,0
28/05/2016,19,28,24,0
29/05/2016,20,29,42,0
30/05/2016,18,29,35,0
31/05/2016,16,28,,0
01/06/2016,17,25,,4.3
02/06/2016,15,27,22,0
03/06/2016,15,30,28,0
04/06/2016,18,28,15,0
05/06/2016,18,25,,2
06/06/2016,17,28,21,2.7
07/06/2016,19,30,26,0
08/06/2016,18,30,26,0.2
09/06/2016,19,32,15,0
10/06/2016,20,30,34,0
11/06/2016,20,33,34,0
12/06/2016,22,31,37,0
13/06/2016,21,30,32,0
14/06/2016,21,33,24,0
15/06/2016,20,35,29,0
16/06/2016,24,34,34,0
17/06/2016,22,28,32,0
18/06/2016,20,28,28,0
19/06/2016,19,26,35,4.3
20/06/2016,19,27,37,0
21/06/2016,19,27,32,0
22/06/2016,19,28,29,0
23/06/2016,19,30,29,0
24/06/2016,22,33,32,0
25/06/2016,22,35,26,0
26/06/2016,19,35,16,0
27/06/2016,24,35,26,0
28/06/2016,22,32,32,0
29/06/2016,19,33,,0
30/06/2016,24,36,28,0
01/07/2016,23,30,26,0
02/07/2016,22,30,29,0
03/07/2016,21,36,29,0
04/07/2016,23,33,21,0
05/07/2016,21,37,21,0
06/07/2016,24,35,29,0
07/07/2016,23,34,28,0
08/07/2016,20,34,24,0
09/07/2016,20,36,16,0
10/07/2016,26,35,26,0
11/07/2016,23,37,22,0.5
12/07/2016,23,33,22,0
13/07/2016,23,34,26,0
14/07/2016,22,29,35,0
15/07/2016,21,28,46,0
16/07/2016,20,30,29,0
17/07/2016,16,30,29,0
18/07/2016,19,31,29,0
19/07/2016,17,31,28,0
20/07/2016,18,35,22,0
21/07/2016,22,36,16,0
22/07/2016,24,40,28,0
23/07/2016,24,34,22,0
24/07/2016,23,32,28,0
25/07/2016,24,32,35,0
26/07/2016,24,33,29,0
27/07/2016,23,34,32,0
28/07/2016,22,35,26,0
29/07/2016,23,35,28,0
30/07/2016,20,35,,0
31/07/2016,21,38,15,0.2
01/08/2016,25,39,26,0
02/08/2016,24,33,34,0
03/08/2016,23,33,32,0
04/08/2016,21,34,16,0
05/08/2016,21,36,26,0
06/08/2016,24,30,41,0
07/08/2016,23,31,34,0
08/08/2016,22,32,29,0
09/08/2016,21,32,22,0
10/08/2016,20,32,26,0
11/08/2016,23,30,32,0
12/08/2016,21,30,29,0
13/08/2016,21,29,24,0
14/08/2016,20,30,21,0
15/08/2016,21,33,24,0
16/08/2016,21,34,22,0
17/08/2016,24,33,32,0
18/08/2016,22,32,16,0
19/08/2016,21,37,21,0
20/08/2016,22,39,,0
21/08/2016,23,36,28,0
22/08/2016,24,31,39,0
23/08/2016,22,30,39,0
24/08/2016,22,30,35,0
25/08/2016,22,30,24,0
26/08/2016,20,32,22,0
27/08/2016,22,35,21,0
28/08/2016,23,35,22,0
29/08/2016,24,34,,0
30/08/2016,23,36,22,0
31/08/2016,24,32,24,0
01/09/2016,23,33,32,0
02/09/2016,23,33,32,0
03/09/2016,22,34,26,0
04/09/2016,22,33,22,0
05/09/2016,23,36,34,0
06/09/2016,24,32,32,0
07/09/2016,19,27,24,0
08/09/2016,20,29,35,14.4
09/09/2016,23,31,32,0
10/09/2016,22,31,24,0
11/09/2016,22,30,24,0
12/09/2016,22,31,24,0
13/09/2016,20,32,21,0
14/09/2016,24,33,15,0
15/09/2016,23,32,26,0.7
16/09/2016,25,32,34,0.5
17/09/2016,23,29,21,0
18/09/2016,21,31,32,0
19/09/2016,21,27,37,0.5
20/09/2016,20,28,26,0
21/09/2016,20,29,22,0
22/09/2016,20,31,28,0
23/09/2016,18,29,15,0
24/09/2016,18,29,21,29.7
25/09/2016,18,26,21,29.9
26/09/2016,20,26,15,3
27/09/2016,19,26,21,2.5
28/09/2016,18,25,11,1.2
29/09/2016,18,25,16,5
30/09/2016,17,28,,6.8
01/10/2016,23,28,22,0
02/10/2016,19,30,15,0
03/10/2016,21,29,21,0
04/10/2016,20,30,21,0
05/10/2016,20,28,21,0
06/10/2016,18,28,13,0
07/10/2016,20,28,24,4.3
08/10/2016,17,28,22,0
09/10/2016,18,25,24,0
10/10/2016,14,26,26,0.2
11/10/2016,17,28,24,3.3
12/10/2016,17,27,,0
13/10/2016,21,31,32,0
14/10/2016,23,31,29,0
15/10/2016,20,28,24,0
16/10/2016,18,26,,0
17/10/2016,15,26,,0.2
18/10/2016,15,29,21,0
19/10/2016,18,26,21,0
20/10/2016,18,20,8,0
21/10/2016,17,26,15,0
22/10/2016,17,28,35,0.2
23/10/2016,19,29,16,16.5
24/10/2016,20,29,21,0
25/10/2016,20,30,16,0
26/10/2016,19,34,15,0.5
27/10/2016,20,27,37,0
28/10/2016,18,23,34,2.5
29/10/2016,17,22,29,0
30/10/2016,16,24,21,0
31/10/2016,14,24,,0
01/11/2016,14,23,15,0
02/11/2016,11,25,11,0.2
03/11/2016,14,26,,0
04/11/2016,15,27,15,0
05/11/2016,15,29,16,0.2
06/11/2016,20,31,21,0
07/11/2016,16,23,22,0
08/11/2016,12,20,35,6.6
09/11/2016,10,17,29,7.8
10/11/2016,14,18,24,4.3
11/11/2016,,,,
12/11/2016,14,20,22,0.5
13/11/2016,12,23,13,0.5
14/11/2016,13,23,13,0
15/11/2016,13,20,,0
16/11/2016,19,24,24,0.5
17/11/2016,15,21,28,0.5
18/11/2016,15,20,22,14.4
19/11/2016,13,21,9,3.3
20/11/2016,12,21,11,0
21/11/2016,12,22,13,0
22/11/2016,10,22,16,0
23/11/2016,16,24,24,0
24/11/2016,15,22,28,0.2
25/11/2016,13,20,,5
26/11/2016,10,21,11,0
27/11/2016,8,20,11,0
28/11/2016,12,18,13,0
29/11/2016,11,17,22,0.5
30/11/2016,11,16,21,28.1
01/12/2016,8,17,15,0
02/12/2016,6,18,13,0
03/12/2016,6,16,11,0
04/12/2016,6,20,15,0
05/12/2016,13,18,22,0
06/12/2016,11,22,8,0.2
07/12/2016,11,19,15,0
08/12/2016,15,17,,50.2
09/12/2016,13,20,15,24.6
10/12/2016,9,19,9,0
11/12/2016,9,18,13,0
12/12/2016,10,19,24,0
13/12/2016,11,19,15,0.7
14/12/2016,8,17,9,0
15/12/2016,9,17,13,0
16/12/2016,12,16,28,0.5
17/12/2016,15,17,29,23.3
18/12/2016,15,17,26,0
19/12/2016,15,19,35,1.5
20/12/2016,12,18,28,0
21/12/2016,11,17,13,0.2
22/12/2016,8,16,15,3.3
23/12/2016,12,19,24,24.3
24/12/2016,13,14,15,0
25/12/2016,13,18,24,0
26/12/2016,13,19,13,0
27/12/2016,8,19,13,0
28/12/2016,11,18,22,0
29/12/2016,10,18,26,0
30/12/2016,,,,
31/12/2016,,,,
01/01/2017,6,14,15,0
02/01/2017,6,16,,0
03/01/2017,6,17,24,0
04/01/2017,11,17,29,0
05/01/2017,9,17,55,0
06/01/2017,7,11,42,5
07/01/2017,6,11,13,0
08/01/2017,7,12,16,0
09/01/2017,8,13,26,22.6
10/01/2017,6,11,24,4.3
11/01/2017,9,13,16,0.7
12/01/2017,6,16,16,7.3
13/01/2017,7,16,26,0
14/01/2017,8,12,21,0.5
15/01/2017,5,9,41,0.5
16/01/2017,5,10,34,7.6
17/01/2017,2,8,35,8.3
18/01/2017,5,13,32,2.7
19/01/2017,6,15,,0.5
20/01/2017,4,16,32,0.2
21/01/2017,11,17,37,1.7
22/01/2017,5,15,,0.5
23/01/2017,3,14,11,0
24/01/2017,4,15,16,0
25/01/2017,8,16,21,2.5
26/01/2017,6,17,16,2
27/01/2017,5,16,26,0.2
28/01/2017,8,14,34,0
29/01/2017,6,16,,0
30/01/2017,7,17,11,0.5
31/01/2017,4,19,15,0
01/02/2017,6,18,16,0
02/02/2017,8,21,15,0
03/02/2017,6,20,13,0
04/02/2017,9,19,,0
05/02/2017,11,20,21,0
06/02/2017,9,12,45,6
07/02/2017,10,15,39,6.8
08/02/2017,9,17,28,0
09/02/2017,8,12,34,11.6
10/02/2017,9,16,21,9.3
11/02/2017,6,18,,0
12/02/2017,12,18,34,0
13/02/2017,13,19,29,0
14/02/2017,13,18,26,0
15/02/2017,10,18,,0
16/02/2017,6,17,13,0
17/02/2017,7,18,15,0
18/02/2017,7,17,,0
19/02/2017,8,17,21,0
20/02/2017,5,17,,0.2
21/02/2017,5,18,13,0
22/02/2017,5,19,11,0
23/02/2017,8,21,13,0
24/02/2017,11,23,28,0
25/02/2017,11,18,32,0
26/02/2017,9,18,24,0.7
27/02/2017,10,19,21,0.2
28/02/2017,7,22,22,0
01/03/2017,10,20,29,0.2
02/03/2017,10,22,15,0
03/03/2017,9,23,22,0
04/03/2017,12,20,24,0
05/03/2017,12,20,22,0
06/03/2017,12,21,26,0
07/03/2017,12,18,65,0
08/03/2017,12,18,45,1.2
09/03/2017,11,19,41,0
10/03/2017,13,22,39,0
11/03/2017,12,20,32,0
12/03/2017,7,21,15,0
13/03/2017,10,20,,0
14/03/2017,11,19,15,0
15/03/2017,11,18,22,0
16/03/2017,11,17,22,0
17/03/2017,10,20,16,0
18/03/2017,9,23,16,0
19/03/2017,9,24,16,0
20/03/2017,6,22,,0
21/03/2017,13,20,34,0
22/03/2017,12,20,16,0
23/03/2017,10,24,32,0.2
24/03/2017,14,21,37,0
25/03/2017,11,17,26,0
26/03/2017,9,20,16,0
27/03/2017,6,20,,0
28/03/2017,11,16,13,0
29/03/2017,8,18,21,1
30/03/2017,9,22,26,5.3
31/03/2017,9,24,,0
01/04/2017,12,28,39,0
02/04/2017,11,19,45,4.5
03/04/2017,10,19,37,0.5
04/04/2017,14,21,32,2.2
05/04/2017,12,23,29,0.5
06/04/2017,10,25,26,0
07/04/2017,12,20,,11.1
08/04/2017,13,20,16,0
09/04/2017,13,19,15,0
10/04/2017,13,21,21,0.2
11/04/2017,12,24,26,0
12/04/2017,12,23,29,0
13/04/2017,12,24,22,0
14/04/2017,12,27,,0
15/04/2017,11,28,,0
16/04/2017,14,24,42,0
17/04/2017,15,24,34,0
18/04/2017,12,27,26,0
19/04/2017,13,22,32,0
20/04/2017,10,20,21,0
21/04/2017,10,18,32,0
22/04/2017,10,20,16,0
23/04/2017,9,25,24,0
24/04/2017,10,24,29,0
25/04/2017,11,23,29,0
26/04/2017,15,26,28,0
27/04/2017,19,30,26,0
28/04/2017,16,21,29,0
29/04/2017,14,21,34,0
30/04/2017,11,23,21,0
01/05/2017,12,27,28,0
02/05/2017,14,23,34,0
03/05/2017,10,24,22,0
04/05/2017,14,30,,0
05/05/2017,16,35,24,0
06/05/2017,18,29,42,0
07/05/2017,17,26,35,0
08/05/2017,16,25,48,0
09/05/2017,15,27,24,0
10/05/2017,15,29,21,0
11/05/2017,17,29,29,0
12/05/2017,19,28,32,0.2
13/05/2017,18,27,26,0
14/05/2017,16,29,24,0
15/05/2017,17,27,29,0
16/05/2017,17,28,37,0
17/05/2017,17,27,21,0
18/05/2017,15,29,28,0
19/05/2017,20,29,34,0
20/05/2017,18,26,37,0
21/05/2017,16,25,39,0
22/05/2017,15,26,22,0
23/05/2017,15,28,21,0
24/05/2017,14,28,,0
25/05/2017,14,32,24,0
26/05/2017,17,26,24,0
27/05/2017,16,26,22,0
28/05/2017,15,27,26,0
29/05/2017,16,28,29,0
30/05/2017,20,29,26,0
31/05/2017,16,28,26,0
01/06/2017,21,30,26,0
02/06/2017,19,28,21,0
03/06/2017,15,31,24,0.2
04/06/2017,16,31,22,0
05/06/2017,23,24,11,0
06/06/2017,17,26,28,31.4
07/06/2017,20,29,34,10.1
08/06/2017,18,28,24,0
09/06/2017,18,33,22,0.2
10/06/2017,20,27,21,0
11/06/2017,18,28,22,0
12/06/2017,19,30,,0
13/06/2017,19,33,26,0
14/06/2017,20,34,24,0
15/06/2017,19,35,,0
16/06/2017,20,33,21,0
17/06/2017,24,36,32,0
18/06/2017,23,30,24,0
19/06/2017,21,30,32,0
